 => 1, a, north
robot_B => 6, f, south
robot_A => 1, a, east
robot_B => 6, f, west
robot_A => 2, a, east
robot_B => 5, f, west
robot_A => 3, a, east
robot_B => 4, f, west
robot_A => 3, a, north
robot_B => 3, f, west
robot_A => 3, a, east
robot_B => 3, f, south
robot_A => 4, a, east
robot_B => 3, e, south
robot_A => 4, a, north
robot_B => 3, e, south
robot_A => 4, b, north
robot_B => 3, e, east
robot_A => 4, b, west
robot_B => 3, e, south
robot_A => 3, b, west
robot_B => 3, d, south
robot_A => 3, b, west
robot_B => 3, d, east
robot_A => 3, b, north
robot_B => 4, d, east
robot_A => 3, b, east
robot_B => 5, d, east
robot_A => 4, b, east
robot_B => 5, d, south
robot_A => 4, b, north
robot_B => 5, c, south
robot_A => 4, c, north
robot_A => 1, a, north
robot_B => 6, f, south
robot_A => 1, a, east
robot_B => 6, f, west
robot_A => 2, a, east
robot_B => 5, f, west
robot_A => 3, a, east
robot_B => 4, f, west
robot_A => 3, a, north
robot_B => 3, f, west
robot_A => 3, a, east
robot_B => 3, f, south
robot_A => 4, a, east
robot_B => 3, e, south
robot_A => 4, a, north
robot_B => 3, e, south
robot_A => 4, b, north
robot_B => 3, e, east
robot_A => 4, b, west
robot_B => 3, e, south
robot_A => 3, b, west
robot_B => 3, d, south
robot_A => 3, b, west
robot_B => 3, d, east
robot_A => 3, b, north
robot_B => 4, d, east
robot_A => 3, b, east
robot_B => 5, d, east
robot_A => 4, b, east
robot_B => 5, d, south
robot_A => 4, b, north
robot_B => 5, c, south
robot_A => 4, c, north
robot_A => 1, a, north
robot_B => 6, f, south
robot_A => 1, a, east
robot_B => 6, f, west
robot_A => 2, a, east
robot_B => 5, f, west
robot_A => 3, a, east
robot_B => 4, f, west
robot_A => 3, a, north
robot_B => 3, f, west
robot_A => 3, a, east
robot_B => 3, f, south
robot_A => 4, a, east
robot_B => 3, e, south
robot_A => 4, a, north
robot_B => 3, e, south
robot_A => 4, b, north
robot_B => 3, e, east
robot_A => 4, b, west
robot_B => 3, e, south
robot_A => 3, b, west
robot_B => 3, d, south
robot_A => 3, b, west
robot_B => 3, d, east
robot_A => 3, b, north
robot_B => 4, d, east
robot_A => 3, b, east
robot_B => 5, d, east
robot_A => 4, b, east
robot_B => 5, d, south
robot_A => 4, b, north
robot_B => 5, c, south
robot_A => 4, c, north
robot_A => 1, a, north
robot_B => 6, f, south
robot_A => 1, a, east
robot_B => 6, f, west
robot_A => 2, a, east
robot_B => 5, f, west
robot_A => 3, a, east
robot_B => 4, f, west
robot_A => 3, a, north
robot_B => 3, f, west
robot_A => 3, a, east
robot_B => 3, f, south
robot_A => 4, a, east
robot_B => 3, e, south
robot_A => 4, a, north
robot_B => 3, e, south
robot_A => 4, b, north
robot_B => 3, e, east
robot_A => 4, b, west
robot_B => 3, e, south
robot_A => 3, b, west
robot_B => 3, d, south
robot_A => 3, b, west
robot_B => 3, d, east
robot_A => 3, b, north
robot_B => 4, d, east
robot_A => 3, b, east
robot_B => 5, d, east
robot_A => 4, b, east
robot_B => 5, d, south
robot_A => 4, b, north
robot_B => 5, c, south
robot_A => 4, c, north
robot_B => 5, c, south
robot_A => 4, c, east
robot_B => 5, b, south
robot_A => 5, c, east
robot_A => 1, a, north
robot_A => 1, a, north
robot_B => 6, f, south
robot_A => 1, a, east
robot_B => 6, f, west
robot_A => 2, a, east
robot_B => 5, f, west
robot_A => 3, a, east
robot_B => 4, f, west
robot_A => 3, a, north
robot_B => 3, f, west
robot_A => 3, a, east
robot_B => 3, f, south
robot_A => 4, a, east
robot_B => 3, e, south
robot_A => 4, a, north
robot_B => 3, e, south
robot_A => 4, b, north
robot_B => 3, e, east
robot_A => 4, b, west
robot_B => 3, e, south
robot_A => 3, b, west
robot_B => 3, d, south
robot_A => 3, b, west
robot_B => 3, d, east
robot_A => 3, b, north
robot_B => 4, d, east
robot_A => 3, b, east
robot_B => 5, d, east
robot_A => 4, b, east
robot_B => 5, d, south
robot_A => 4, b, north
robot_B => 5, c, south
robot_A => 4, c, north
robot_B => 5, c, south
robot_A => 4, c, east
robot_B => 5, b, south
robot_A => 5, c, east
robot_A => 1, a, north
robot_B => 6, f, south
robot_A => 1, a, east
robot_B => 6, f, west
robot_A => 2, a, east
robot_B => 5, f, west
robot_A => 3, a, east
robot_B => 4, f, west
robot_A => 3, a, north
robot_B => 3, f, west
robot_A => 3, a, east
robot_B => 3, f, south
robot_A => 4, a, east
robot_B => 3, e, south
robot_A => 4, a, north
robot_B => 3, e, south
robot_A => 4, b, north
robot_B => 3, e, east
robot_A => 4, b, west
robot_B => 3, e, south
robot_A => 3, b, west
robot_B => 3, d, south
robot_A => 3, b, west
robot_B => 3, d, east
robot_A => 3, b, north
robot_B => 4, d, east
robot_A => 3, b, east
robot_B => 5, d, east
robot_A => 4, b, east
robot_B => 5, d, south
robot_A => 4, b, north
robot_B => 5, c, south
robot_A => 4, c, north
robot_B => 5, c, south
robot_A => 4, c, east
robot_B => 5, b, south
robot_A => 5, c, east
robot_A => 1, a, north
robot_B => 6, f, south
robot_A => 1, a, east
robot_B => 6, f, west
robot_A => 2, a, east
robot_B => 5, f, west
robot_A => 3, a, east
robot_B => 4, f, west
robot_A => 3, a, north
robot_B => 3, f, west
robot_A => 3, a, east
robot_B => 3, f, south
robot_A => 4, a, east
robot_B => 3, e, south
robot_A => 4, a, north
robot_B => 3, e, south
robot_A => 4, b, north
robot_B => 3, e, east
robot_A => 4, b, west
robot_B => 3, e, south
robot_A => 3, b, west
robot_B => 3, d, south
robot_A => 3, b, west
robot_B => 3, d, east
robot_A => 3, b, north
robot_B => 4, d, east
robot_A => 3, b, east
robot_B => 5, d, east
robot_A => 4, b, east
robot_B => 5, d, south
robot_A => 4, b, north
robot_B => 5, c, south
robot_A => 4, c, north
robot_B => 5, c, south
robot_A => 4, c, east
robot_B => 5, b, south
robot_A => 5, c, east
robot_A => 1, a, north
robot_B => 6, f, south
robot_A => 1, a, east
robot_B => 6, f, west
robot_A => 2, a, east
robot_B => 5, f, west
robot_A => 3, a, east
robot_B => 4, f, west
robot_A => 3, a, north
robot_B => 3, f, west
robot_A => 3, a, east
robot_B => 3, f, south
robot_A => 4, a, east
robot_B => 3, e, south
robot_A => 4, a, north
robot_B => 3, e, south
robot_A => 4, b, north
robot_B => 3, e, east
robot_A => 4, b, west
robot_B => 3, e, south
robot_A => 3, b, west
robot_B => 3, d, south
robot_A => 3, b, west
robot_B => 3, d, east
robot_A => 3, b, north
robot_B => 4, d, east
robot_A => 3, b, east
robot_B => 5, d, east
robot_A => 4, b, east
robot_B => 5, d, south
robot_A => 4, b, north
robot_B => 5, c, south
robot_A => 4, c, north
robot_B => 5, c, south
robot_A => 4, c, east
robot_B => 5, b, south
robot_A => 5, c, east
robot_A => 1, a, north
robot_B => 6, f, south
robot_A => 1, a, east
robot_B => 6, f, west
robot_A => 2, a, east
robot_B => 5, f, west
robot_A => 3, a, east
robot_B => 4, f, west
robot_A => 3, a, north
robot_B => 3, f, west
robot_A => 3, a, east
robot_B => 3, f, south
robot_A => 4, a, east
robot_B => 3, e, south
robot_A => 4, a, north
robot_B => 3, e, south
robot_A => 4, b, north
robot_B => 3, e, east
robot_A => 4, b, west
robot_B => 3, e, south
robot_A => 3, b, west
robot_B => 3, d, south
robot_A => 3, b, west
robot_B => 3, d, east
robot_A => 3, b, north
robot_B => 4, d, east
robot_A => 3, b, east
robot_B => 5, d, east
robot_A => 4, b, east
robot_B => 5, d, south
robot_A => 4, b, north
robot_B => 5, c, south
robot_A => 4, c, north
robot_B => 5, c, south
robot_A => 4, c, east
robot_B => 5, b, south
robot_A => 5, c, east
robot_A => 1, a, north
robot_B => 6, f, south
robot_A => 1, a, east
robot_B => 6, f, west
robot_A => 2, a, east
robot_B => 5, f, west
robot_A => 3, a, east
robot_B => 4, f, west
robot_A => 3, a, north
robot_B => 3, f, west
robot_A => 3, a, east
robot_B => 3, f, south
robot_A => 4, a, east
robot_B => 3, e, south
robot_A => 4, a, north
robot_B => 3, e, south
robot_A => 4, b, north
robot_B => 3, e, east
robot_A => 4, b, west
robot_B => 3, e, south
robot_A => 3, b, west
robot_B => 3, d, south
robot_A => 3, b, west
robot_B => 3, d, east
robot_A => 3, b, north
robot_B => 4, d, east
robot_A => 3, b, east
robot_B => 5, d, east
robot_A => 4, b, east
robot_B => 5, d, south
robot_A => 4, b, north
robot_B => 5, c, south
robot_A => 4, c, north
robot_B => 5, c, south
robot_A => 4, c, east
robot_B => 5, b, south
robot_A => 5, c, east
robot_A => 1, a, north
robot_A => 1, a, north
robot_B => 6, f, south
robot_B => 6, f, south
robot_A => 1, a, north
robot_A => 1, a, north
robot_B => 6, f, south
robot_A => 1, b, north
robot_A => 1, a, north
robot_B => 6, f, south
robot_A => 1, b, north
robot_B => 6, f, west
robot_A => 1, a, north
robot_B => 6, f, south
robot_A => 1, b, north
robot_B => 6, f, west
robot_A => 1, b, east
robot_B => 5, f, west
robot_A => 2, b, east
robot_B => 5, f, south
robot_A => 2, b, north
robot_B => 5, e, south
robot_A => 2, c, north
robot_B => 5, d, south
robot_A => 2, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, west
robot_A => 1, c, north
robot_B => 4, c, west
robot_A => 1, c, east
robot_B => 3, c, west
robot_A => 2, c, east
robot_B => 2, c, west
robot_A => 3, c, east
robot_B => 1, c, west
robot_A => 3, c, south
robot_B => 1, c, north
robot_A => 3, b, south
robot_B => 1, d, north
robot_A => 3, b, south
robot_B => 1, d, north
robot_A => 3, b, east
robot_B => 1, d, east
robot_A => 4, b, east
robot_B => 2, d, east
robot_A => 5, b, east
robot_B => 2, d, south
robot_A => 5, b, south
robot_B => 2, c, south
robot_A => 5, a, south
robot_B => 2, b, south
robot_A => 1, a, north
robot_B => 6, f, south
robot_A => 1, b, north
robot_B => 6, f, west
robot_A => 1, b, east
robot_B => 5, f, west
robot_A => 2, b, east
robot_B => 5, f, south
robot_A => 2, b, north
robot_B => 5, e, south
robot_A => 2, c, north
robot_B => 5, d, south
robot_A => 2, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, west
robot_A => 1, c, west
robot_B => 4, c, west
robot_A => 1, c, west
robot_B => 3, c, west
robot_A => 1, c, west
robot_B => 2, c, west
robot_A => 1, c, west
robot_B => 1, c, west
robot_A => 1, c, west
robot_B => 1, c, north
robot_A => 1, c, west
robot_B => 1, d, north
robot_A => 1, c, west
robot_B => 1, d, north
robot_A => 1, c, west
robot_B => 1, d, east
robot_A => 1, c, west
robot_B => 1, d, south
robot_A => 1, c, west
robot_B => 1, c, south
robot_A => 1, c, west
robot_B => 1, c, east
robot_A => 1, c, west
robot_B => 2, c, east
robot_A => 1, c, west
robot_B => 2, c, south
robot_A => 1, c, west
robot_B => 2, b, south
robot_A => 1, c, west
robot_B => 2, b, west
robot_A => 1, c, west
robot_B => 1, b, west
robot_A => 1, c, west
robot_B => 1, b, west
robot_A => 1, c, west
robot_B => 1, b, north
robot_A => 1, c, west
robot_B => 1, b, east
robot_A => 1, c, west
robot_B => 2, b, east
robot_A => 1, c, west
robot_B => 2, b, south
robot_A => 1, c, west
robot_B => 2, a, south
robot_A => 1, a, north
robot_A => 1, a, north
robot_B => 6, f, south
robot_A => 1, b, north
robot_B => 6, f, west
robot_A => 1, b, east
robot_B => 5, f, west
robot_A => 2, b, east
robot_B => 5, f, south
robot_A => 2, b, north
robot_B => 5, e, south
robot_A => 2, c, north
robot_B => 5, d, south
robot_A => 2, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, a, north
robot_B => 6, f, south
robot_A => 1, b, north
robot_B => 6, f, west
robot_A => 1, b, east
robot_B => 5, f, west
robot_A => 2, b, east
robot_B => 5, f, south
robot_A => 2, b, north
robot_B => 5, e, south
robot_A => 2, c, north
robot_B => 5, d, south
robot_A => 2, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_A => 1, a, north
robot_B => 6, f, south
robot_A => 1, b, north
robot_B => 6, f, west
robot_A => 1, b, east
robot_B => 5, f, west
robot_A => 2, b, east
robot_B => 5, f, south
robot_A => 2, b, north
robot_B => 5, e, south
robot_A => 2, c, north
robot_B => 5, d, south
robot_A => 2, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_A => 1, a, north
robot_B => 6, f, south
robot_A => 1, b, north
robot_B => 6, f, west
robot_A => 1, b, east
robot_B => 5, f, west
robot_A => 2, b, east
robot_B => 5, f, south
robot_A => 2, b, north
robot_B => 5, e, south
robot_A => 2, c, north
robot_B => 5, d, south
robot_A => 2, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_A => 1, a, north
robot_B => 6, f, south
robot_A => 1, b, north
robot_B => 6, f, west
robot_A => 1, b, east
robot_B => 5, f, west
robot_A => 2, b, east
robot_B => 5, f, south
robot_A => 2, b, north
robot_B => 5, e, south
robot_A => 2, c, north
robot_B => 5, d, south
robot_A => 2, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, a, north
robot_B => 6, f, south
robot_A => 1, b, north
robot_B => 6, f, west
robot_A => 1, b, east
robot_B => 5, f, west
robot_A => 2, b, east
robot_B => 5, f, south
robot_A => 2, b, north
robot_B => 5, e, south
robot_A => 2, c, north
robot_B => 5, d, south
robot_A => 2, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, north
robot_B => 5, c, south
robot_A => 1, c, east
robot_B => 5, c, south
robot_A => 2, c, east
robot_B => 5, c, south
robot_A => 3, c, east
robot_B => 5, c, south
robot_A => 3, c, south
robot_B => 5, c, south
robot_A => 3, b, south
robot_B => 5, c, south
robot_A => 3, b, south
robot_B => 5, c, south
robot_A => 3, b, south
robot_B => 5, c, south
robot_A => 3, b, west
robot_B => 5, c, south
robot_A => 2, b, west
robot_B => 5, c, south
robot_A => 2, b, north
robot_B => 5, c, south
robot_A => 2, c, north
robot_B => 5, c, south
robot_A => 2, c, north
robot_B => 5, c, south
robot_A => 2, c, north
robot_B => 5, c, south
robot_A => 2, c, east
robot_B => 5, c, south
robot_A => 3, c, east
robot_B => 5, c, south
robot_A => 4, c, east
robot_B => 5, c, south
robot_A => 5, c, east
robot_B => 5, c, south
robot_A => 5, c, south
robot_B => 5, c, south
robot_A => 5, b, south
robot_B => 5, c, south
robot_A => 5, a, south
robot_B => 5, c, south
robot_A => 5, a, south
robot_A => 1, a, north
robot_B => 6, f, south
robot_A => 1, b, north
robot_B => 6, f, west
robot_A => 1, b, east
robot_B => 5, f, west
robot_A => 2, b, east
robot_B => 5, f, south
robot_A => 2, b, north
robot_B => 5, e, south
robot_A => 2, c, north
robot_B => 5, d, south
robot_A => 2, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, south
robot_A => 1, c, west
robot_B => 5, c, west
robot_A => 1, c, north
robot_B => 4, c, west
robot_A => 1, c, east
robot_B => 3, c, west
robot_A => 2, c, east
robot_B => 2, c, west
robot_A => 3, c, east
robot_B => 1, c, west
robot_A => 3, c, south
robot_B => 1, c, north
robot_A => 3, b, south
robot_B => 1, d, north
robot_A => 3, b, south
robot_B => 1, d, north
robot_A => 3, b, east
